41.380313,2.120793,0.1,"Barcelona, Spain"
13.80398,100.55004,0.1,"Bangkok, Thailand"
21.996190105791207,106.34048792137374,
52.255278,21.045833,0.1,"Warsaw, Poland"
55.9400362494235,-3.170327793994139,0.1,"City of Edinburgh, United Kingdom"
-20.15959136626713,57.500555118613235,0.1,"Port Louis, Mauritius"
50.112778,-122.956111,0.1,"Whistler, Canada"
41.4216,2.11923,0.1,"Barcelona, Spain"
41.3806841380313,2.1207930715948176,0.1,"Barcelona, Spain"
20.8975,107.016944,0.1,"Phường Tuần Châu, Vietnam"
49.980833,-123.142222,0.1,"Area D (Elaho/Garibaldi), Canada"
20.554167,105.170833,
-20.159591,57.500555,0.1,"Port Louis, Mauritius"
48.85358,2.34833,0.1,"Paris, France"
50.049698,19.946405,0.1,"Krakow, Poland"
18.804903,98.921012,0.1,"San Phisuea, Thailand"
52.51892,13.37441,0.1,"Berlin, Germany"
13.715276,100.560403,0.1,"Bangkok, Thailand"
56.157497,-3.795001,0.1,"Alva, United Kingdom"
25.269082,51.61004,0.1,"Doha, Qatar"
55.94846,-3.37134,0.1,"City of Edinburgh, United Kingdom"
20.55443493,105.170884125,
45.4342785825,12.3390860295,0.1,"Venice, Italy"
51.884051,-3.436594,0.1,"Powys, United Kingdom"
47.8703118389435,12.6392213397997,0.1,"Traunstein, Germany"
48.2045016713379,16.3786716081299,0.1,"Vienna, Austria"
47.476585,19.095029,0.1,"Budapest, Hungary"
53.483716,-2.201294,0.1,"Manchester, United Kingdom"
41.38068,2.11975,0.1,"Barcelona, Spain"
52.2555,21.046,0.1,"Warsaw, Poland"
52.5028,13.44597,0.1,"Berlin, Germany"
52.50717,13.38534,0.1,"Berlin, Germany"
54.63413,-3.10843,0.1,"Cumberland, United Kingdom"
48.8531,2.30248,0.1,"Paris, France"
52.30988,7.15871,0.1,"Bad Bentheim, Germany"
45.4343447130892,12.3391505430623,0.1,"Venice, Italy"
52.521722,13.413083,0.1,"Berlin, Germany"
55.94399,-3.16161,0.1,"City of Edinburgh, United Kingdom"
52.254515,20.999404,0.1,"Warsaw, Poland"
46.615306,13.849166,0.1,"Villach, Austria"
50.090615,14.399535,0.1,"Prague, Czechia"
55.94,-3.17,0.1,"City of Edinburgh, United Kingdom"
52.516342,13.378549,0.1,"Berlin, Germany"
52.27648,7.43421,0.1,"Rheine, Germany"
48.20452,16.37867,0.1,"Vienna, Austria"
50.04899,19.95092,0.1,"Krakow, Poland"
52.27412,20.996987,0.1,"Warsaw, Poland"
45.691312,6.6905474,0.1,"Beaufort, France"
44.8039229,13.9091068,0.1,"Premantura, Croatia"
46.3691666666667,14.1025,0.1,"Bled, Slovenia"
50.8484,4.34934,0.1,"Brussels, Belgium"
51.38407,0.55997,0.1,"Gillingham, United Kingdom"
51.13033,-3.35104,0.1,"Taunton, United Kingdom"
54.3207856,-2.7360011,0.1,"Kendal, United Kingdom"
51.4733073,-3.2126524,0.1,"Cardiff, United Kingdom"
50.7584024,-1.3095191,0.1,"Cowes, United Kingdom"
51.1923891,-1.7959166,0.1,"Amesbury, United Kingdom"
53.240865,-1.724696,0.1,"Derbyshire Dales, United Kingdom"
51.4222847,-0.9818893,0.1,"Reading, United Kingdom"
51.148604,-0.186921,0.1,"Crawley, United Kingdom"
55.582593,-1.651336,0.1,"Seahouses, United Kingdom"
51.8840946,-3.4364334,0.1,"Powys, United Kingdom"
51.064976,-1.799078,0.1,"Salisbury, United Kingdom"
