43.98346875722382, -123.09569465016408, 0.1, "Spence Butte, OR, USA"
44.03568386761203, -123.08629959361733, 0.1, "Ahtletics, OR, USA"
44.04232957489038, -123.0708314873965, 0.1, "Hayward Field, OR, USA"
44.11922501748419, -123.21210594222163, 0.1, "Eugene Airport, OR, USA"
43.946596,-123.902952, 0.1, "Sweet Creek falls, OR, USA"
43.329817,-124.380548, 0.1, "Sunset Bay Lighthouse, OR, USA"
43.450601,-124.225566, 0.1, "Veterans Memorial, OR, USA"
43.832868349748665, -124.15179001857466, 0.1, "Sand Dunes, OR, USA"
44.2783694,-124.1160416, 0.1, "Thor's Well, OR, USA"
44.139915,-124.1253699, 0.1, "Heceta Head Lighthouse, OR, USA"
44.1228222,-124.1268806, 0.1, "Sea Lion Cave, OR, USA"
44.00862,-124.1015628,1,"Florence, OR, USA"
36.1629313,-115.1540556,5,"Las Vegas, NV, USA"
33.9896002,-118.1461292,5,"Los Angeles, CA, USA"
34.3894577,-119.6952014,10,"Santa Barbara, CA, USA"
32.7232903,-117.135387,1,"No Photos... Lost phone"
40.75779,-73.9771599,10,"New York City, NY, USA"
67.0112953,-50.6972798,5,"Kangerlussuaq, Greenland"
-25.4311687,-49.2557202,5,"Curitiba, Brazil"
-25.5105167,-54.5731031,10,"Foz do Iguazu, Brazil"
-22.9156167,-43.2023436,5,"Rio de Janeiro, Brazil"
-25.5242893,-48.3349275,10,"Ilha do Mel, Brazil"
34.05815290171493,-4.991131608399937,0.1,"Fez, Morocco"
34.00423973548596,-4.990919994277452,0.1,"Fez private house pool area view, Morocco"
34.00424103475654,-4.99075464605526,0.1,"Fez private house house view, Morocco"
25.1994298,55.2670114,5,"Dubai Airport"
1.304493,103.8590719,5,"Singapore Airport"
3.1391241,101.6947652,20,"Kuala Lumpur, Malaysia"
18.7905768,99.0028791,1,"Chiang Mai, Thailand"
13.3613478,103.857073,20,"Siam Reap, Cambodia"
13.7237013,100.502743,10,"Bangkok, Thailand"
-33.8565745,151.127633,5,"Sydney Australia"
-33.732610914848266, 150.31201575085154,0.1,"Blue Mountains, Australia"
-33.71400062739163, 150.31156247816108,0.1,"Katoomba, Australia"
-33.734732528885935, 150.31626785626338,0.1,"Turkey, Australia"
-37.8174688,144.9636672,10,"Melbourne, Australia"
-38.66406984391446,143.10396275073865,0.1,"12 Apostles, Melbourne, Australia"
-38.64662048844709,143.07053878796106,0.1,"Lord ard Gorge, Melbourne, Australia"
-38.62011461472785,142.99502398320843,0.1,"?Ice cream Campbell?, Melbourne, Australia"
-38.75583158966324,143.55462304023396,1,"random benches Melbourne, Australia"
59.912806,10.7898509,5,"Oslo, Norway"
59.3238429,18.0408275,5,"Stockholm, Sweden"
60.1870477,24.9402415,10,"Helsinki, Finland"
56.95096612859506,24.093017578125004,5,"Riga, Latvia"
54.90385617058854,23.898010253906254,5,"Kaunas, Lithuania"
53.4913071,-2.3076839,5,"Manchester, UK"
51.5394954,-0.0884456,10,"London, UK"
52.20497673352913,0.11621475219726564,5,"Cambridge, UK"
50.846705869362324,4.358825683593751,10,"Brussels, Belgium"
50.460994,4.8608952,5,"Namur, Belgium"
48.85409863123824,2.343864440917969,5,"Paris, France"
43.5245032,5.4454324,30,"Aix en Provence, France"
42.8113682,-1.6462424,1,"Pamplona, Spain"
42.47859891985189, -2.4366270609510843,0.1,"Logroño, Spain"
42.62937435032055, -2.045271455257076,0.1,"Montejurra, Spain"
42.56894380614099, -2.192462112429067,0.1,"Los Arcos, Spain"
42.51441349806343, -2.373896180399465,0.1,"Viana, Spain"
42.66119828772468, -1.9963453873338945,0.1,"Villatuerta, Spain"
41.6563839,-0.9211619, 0.1,"Zaragoza Train station, Spain"
41.28308842704153, 1.1857283121021127,0.1, "Zara->Barc train, Spain"
41.561917,2.173609,0.1,"Palau, Spain"
41.363889,2.166323,0.1,"Fort Barcelona, Spain"
41.390199632314015, 2.15884852555329, 1, "Barcelona"
42.5611888,-5.5573752,1,"León, Spain (Random newspaper...)"
40.3800449,-3.7116721,15,"Madrid, Spain"
37.4138176,-5.9638693,30,"Seville, Spain"
36.1393989,-5.355703,5,"Gibraltar, UK"
36.719043,-4.4609602,50,"Malaga, Spain"
41.89409955811395,12.476348876953127,5,"Rome, Italy"
46.4720849,6.8532367,30,"Vevey, Switzerland"
46.1971127,6.1281391,10,"Geneve, Switzerland"
47.1417648,9.5144401,5,"Vaduz, Liechtenstein"
51.22236764552972,6.767578125000001,5,"Düsseldorf, Germany"
49.19785878427575,13.298950195312502,10,"Random Forest, Czechia"
50.75961741818186,15.064830780029299,10,"Liberec, Czechia"
50.0617535,14.421741,5,"Prague, Czechia"
49.0785745,17.7176394,10,"Rural, Czechia"
51.111695,17.0268448,1,"Wroclaw, Poland"
50.4384984,30.5019323,10,"Kyiv, Ukraine"
47.498183954727466,19.044799804687504,5,"Budapest, Hungary"
35.513767,24.0136968,5,"Chania, Greece"
55.648148839527714,12.052001953125002,50,"Sjælland, Denmark"
55.268163010533115,10.48301696777344,40,"Fyn, Denmark"
56.26776108757582,9.283447265625002,100,"Denmark"
57.610107020683905,10.382080078125002,20,"Skagen, Denmark"
38.7411657,-9.1499833,10,"Lisbon, Portugal"
52.37203595971475,4.896812438964845,5,"Amsterdam, Netherlands"
36.744661605725454,-5.167007446289063,5,"Ronda, Spain"
57.703413489651645,11.986083984375002,5,"Gothenburg, Sweden"
58.4437139,11.5763333,0.1,"Brastad, Sweden"
56.64090587094994, 12.903113910587946,0.1,"Köpenhamn, Sweden"
55.58998733044274,12.998199462890627,5,"Malmo, Sweden"
49.23521655250892,6.99882883856682,0.01,"Saarbrucken, Germany"
49.23401249491034,6.995175798494708,0.01,"Centrum Saarbrucken, Germany"
-23.14359114144069,-44.166815841822505,1,"Ilha Grande, Brazil"
-22.999129536289452,-43.28297376188026,1,"Mountain in Rio, Brazil"
-23.002268384471712,-43.295813129761775,1
-23.530814469983316,-46.66996496225636,1,"Parque da Água Branca, Brazil"
